9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:16 PM  
9971.38,929.52,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9972.3,929.4,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9971.71,929.53,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9966.55,929.03,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9960.21,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9955.62,929.15,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:17 PM  
9954.45,928.97,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9952.64,928.98,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9950.5,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9947.23,928.75,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9948.55,928.73,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9932.88,926.86,2018-2-16 06:18 PM  
9930.18,926.8,2018-2-16 06:18 PM  
9930.18,926.8,2018-2-16 06:18 PM  
9930.18,926.8,2018-2-16 06:18 PM  
9930.18,926.8,2018-2-16 06:18 PM  
9930.18,926.8,2018-2-16 06:19 PM  
9930.18,926.8,2018-2-16 06:19 PM  
9930.18,926.8,2018-2-16 06:19 PM  
9930.18,926.8,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9929.4,926.81,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9927.68,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9928.15,926.97,2018-2-16 06:19 PM  
9931.64,926.92,2018-2-16 06:19 PM  
9931.64,926.92,2018-2-16 06:19 PM  
9931.64,926.92,2018-2-16 06:19 PM  
9931.64,926.92,2018-2-16 06:19 PM  
9931.64,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9932.04,926.92,2018-2-16 06:19 PM  
9937.04,927.48,2018-2-16 06:19 PM  
9937.04,927.48,2018-2-16 06:19 PM  
9937.04,927.48,2018-2-16 06:19 PM  
9937.04,927.48,2018-2-16 06:19 PM  
9937.04,927.48,2018-2-16 06:20 PM  
9937.04,927.48,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.4,928.22,2018-2-16 06:20 PM  
9940.35,928.36,2018-2-16 06:20 PM  
9940.35,928.36,2018-2-16 06:20 PM  
9941.38,928.4,2018-2-16 06:20 PM  
9943.06,928.35,2018-2-16 06:20 PM  
9945.73,928.5,2018-2-16 06:20 PM  
9946.54,928.5,2018-2-16 06:21 PM  
9946.54,928.5,2018-2-16 06:21 PM  
9946.54,928.5,2018-2-16 06:21 PM  
9946.54,928.5,2018-2-16 06:21 PM  
9946.47,928.5,2018-2-16 06:21 PM  
9946.47,928.5,2018-2-16 06:21 PM  
9946.47,928.5,2018-2-16 06:21 PM  
9947.13,928.66,2018-2-16 06:21 PM  
9947.13,928.66,2018-2-16 06:21 PM  
9947.13,928.66,2018-2-16 06:21 PM  
9946.79,928.65,2018-2-16 06:21 PM  
9946.79,928.65,2018-2-16 06:21 PM  
9946.79,928.65,2018-2-16 06:21 PM  
9946.79,928.65,2018-2-16 06:21 PM  
9946.69,928.67,2018-2-16 06:21 PM  
9946.69,928.67,2018-2-16 06:21 PM  
9946.69,928.67,2018-2-16 06:21 PM  
9947.13,928.68,2018-2-16 06:21 PM  
9947.13,928.68,2018-2-16 06:21 PM  
9947.13,928.68,2018-2-16 06:21 PM  
9947.13,928.68,2018-2-16 06:22 PM  
9947.06,928.65,2018-2-16 06:22 PM  
9947.06,928.65,2018-2-16 06:22 PM  
9947.06,928.65,2018-2-16 06:22 PM  
9947.06,928.65,2018-2-16 06:22 PM  
